Epoch,Loss,MRR,Hit@1,Hit@5,Hit@10,Hit@30,Hit@50,Hit@100
75,19.5056,0.1470,0.0908,0.2057,0.2663,0.3362,0.3587,0.3967
76,19.5017,0.1475,0.0916,0.2073,0.2679,0.3362,0.3587,0.3983
77,19.4977,0.1477,0.0916,0.2065,0.2679,0.3362,0.3587,0.3975
78,19.4937,0.1477,0.0916,0.2065,0.2679,0.3362,0.3587,0.3975
79,19.4896,0.1475,0.0916,0.2073,0.2686,0.3362,0.3587,0.3975
80,19.4854,0.1480,0.0924,0.2065,0.2686,0.3354,0.3595,0.3983
81,19.4813,0.1478,0.0924,0.2065,0.2686,0.3362,0.3587,0.3998
82,19.4770,0.1474,0.0916,0.2065,0.2686,0.3362,0.3595,0.3991
83,19.4728,0.1474,0.0916,0.2065,0.2679,0.3354,0.3595,0.3967
84,19.4684,0.1473,0.0916,0.2073,0.2679,0.3354,0.3602,0.3967
85,19.4641,0.1477,0.0924,0.2081,0.2679,0.3354,0.3602,0.3983
86,19.4596,0.1475,0.0924,0.2081,0.2686,0.3346,0.3602,0.3998
87,19.4551,0.1475,0.0924,0.2073,0.2686,0.3346,0.3595,0.3991
88,19.4506,0.1475,0.0924,0.2073,0.2686,0.3346,0.3595,0.3998
89,19.4460,0.1476,0.0924,0.2073,0.2686,0.3346,0.3595,0.3998
90,19.4414,0.1475,0.0924,0.2073,0.2686,0.3354,0.3579,0.4006
91,19.4367,0.1476,0.0924,0.2073,0.2686,0.3354,0.3579,0.3991
92,19.4319,0.1476,0.0924,0.2065,0.2686,0.3346,0.3587,0.3998
93,19.4271,0.1476,0.0924,0.2065,0.2686,0.3354,0.3587,0.3991
94,19.4222,0.1476,0.0924,0.2065,0.2679,0.3354,0.3587,0.4014
95,19.4173,0.1474,0.0924,0.2057,0.2679,0.3354,0.3595,0.4030
96,19.4123,0.1474,0.0924,0.2065,0.2679,0.3346,0.3595,0.4037
97,19.4072,0.1473,0.0924,0.2065,0.2679,0.3346,0.3595,0.4030
98,19.4021,0.1471,0.0916,0.2065,0.2679,0.3346,0.3587,0.4022
99,19.3969,0.1472,0.0916,0.2057,0.2679,0.3354,0.3579,0.4037
100,19.3916,0.1473,0.0916,0.2057,0.2686,0.3346,0.3579,0.4030
101,19.3863,0.1472,0.0916,0.2057,0.2686,0.3354,0.3587,0.4037
102,19.3809,0.1472,0.0916,0.2065,0.2679,0.3354,0.3587,0.4006
103,19.3755,0.1473,0.0916,0.2057,0.2671,0.3346,0.3602,0.3998
104,19.3699,0.1473,0.0916,0.2057,0.2655,0.3354,0.3602,0.4022
105,19.3643,0.1471,0.0916,0.2050,0.2655,0.3354,0.3602,0.4022
106,19.3587,0.1472,0.0916,0.2057,0.2648,0.3354,0.3587,0.4014
107,19.3529,0.1471,0.0916,0.2057,0.2640,0.3346,0.3587,0.4014
108,19.3471,0.1471,0.0916,0.2065,0.2640,0.3346,0.3587,0.4014
109,19.3412,0.1469,0.0916,0.2065,0.2640,0.3354,0.3587,0.4014
110,19.3352,0.1469,0.0916,0.2065,0.2640,0.3362,0.3587,0.4037
111,19.3292,0.1466,0.0916,0.2065,0.2655,0.3362,0.3595,0.4045
112,19.3231,0.1465,0.0916,0.2050,0.2663,0.3354,0.3595,0.4037
113,19.3168,0.1466,0.0916,0.2042,0.2671,0.3354,0.3595,0.4053
114,19.3106,0.1471,0.0924,0.2042,0.2663,0.3346,0.3595,0.4053
115,19.3042,0.1473,0.0932,0.2042,0.2663,0.3346,0.3602,0.4045
116,19.2977,0.1473,0.0932,0.2034,0.2655,0.3346,0.3595,0.4045
117,19.2911,0.1470,0.0924,0.2034,0.2655,0.3346,0.3595,0.4053
118,19.2845,0.1471,0.0924,0.2034,0.2655,0.3354,0.3595,0.4053
119,19.2777,0.1471,0.0924,0.2034,0.2655,0.3354,0.3595,0.4053
120,19.2708,0.1471,0.0924,0.2042,0.2655,0.3354,0.3595,0.4045
121,19.2639,0.1469,0.0924,0.2034,0.2648,0.3362,0.3602,0.4037
122,19.2568,0.1465,0.0916,0.2034,0.2655,0.3354,0.3602,0.4037
123,19.2496,0.1465,0.0916,0.2042,0.2648,0.3354,0.3602,0.4045
124,19.2423,0.1470,0.0924,0.2057,0.2663,0.3346,0.3602,0.4037
125,19.2349,0.1470,0.0924,0.2057,0.2663,0.3339,0.3602,0.4030
126,19.2274,0.1469,0.0924,0.2057,0.2671,0.3339,0.3602,0.4037
127,19.2198,0.1470,0.0924,0.2050,0.2663,0.3339,0.3602,0.4053
128,19.2121,0.1471,0.0924,0.2042,0.2679,0.3354,0.3610,0.4061
129,19.2043,0.1465,0.0916,0.2034,0.2663,0.3346,0.3610,0.4061
130,19.1963,0.1470,0.0924,0.2034,0.2671,0.3346,0.3618,0.4061
131,19.1882,0.1468,0.0924,0.2042,0.2686,0.3346,0.3626,0.4061
132,19.1800,0.1465,0.0916,0.2050,0.2655,0.3339,0.3641,0.4068
133,19.1717,0.1464,0.0916,0.2050,0.2655,0.3339,0.3641,0.4084
134,19.1633,0.1466,0.0916,0.2057,0.2655,0.3331,0.3634,0.4084
135,19.1547,0.1465,0.0916,0.2042,0.2648,0.3339,0.3649,0.4099
136,19.1459,0.1463,0.0908,0.2042,0.2655,0.3323,0.3649,0.4123
137,19.1371,0.1464,0.0908,0.2042,0.2655,0.3331,0.3657,0.4130
138,19.1280,0.1464,0.0908,0.2034,0.2648,0.3331,0.3657,0.4130
139,19.1189,0.1469,0.0916,0.2050,0.2663,0.3346,0.3657,0.4123
140,19.1095,0.1468,0.0916,0.2042,0.2640,0.3323,0.3657,0.4123
141,19.1000,0.1469,0.0916,0.2050,0.2640,0.3331,0.3657,0.4107
142,19.0904,0.1468,0.0924,0.2057,0.2640,0.3346,0.3657,0.4076
143,19.0807,0.1463,0.0916,0.2065,0.2624,0.3377,0.3657,0.4061
144,19.0707,0.1466,0.0916,0.2057,0.2632,0.3401,0.3657,0.4061
145,19.0607,0.1463,0.0908,0.2065,0.2640,0.3393,0.3657,0.4061
146,19.0504,0.1469,0.0924,0.2065,0.2648,0.3401,0.3634,0.4061
147,19.0401,0.1469,0.0924,0.2073,0.2640,0.3385,0.3641,0.4053
148,19.0296,0.1470,0.0924,0.2081,0.2624,0.3354,0.3649,0.4045
149,19.0189,0.1467,0.0924,0.2073,0.2624,0.3339,0.3641,0.4076
150,19.0080,0.1468,0.0924,0.2057,0.2640,0.3331,0.3649,0.4061
151,18.9970,0.1468,0.0916,0.2065,0.2632,0.3354,0.3649,0.4061
152,18.9857,0.1465,0.0908,0.2073,0.2640,0.3354,0.3649,0.4068
153,18.9743,0.1465,0.0908,0.2065,0.2616,0.3362,0.3641,0.4061
154,18.9627,0.1457,0.0901,0.2081,0.2609,0.3370,0.3626,0.4053
155,18.9509,0.1464,0.0908,0.2073,0.2609,0.3370,0.3618,0.4045
156,18.9389,0.1453,0.0893,0.2073,0.2601,0.3362,0.3610,0.4037
157,18.9266,0.1452,0.0893,0.2065,0.2601,0.3346,0.3610,0.4030
158,18.9142,0.1457,0.0901,0.2073,0.2601,0.3346,0.3626,0.4030
159,18.9015,0.1456,0.0901,0.2050,0.2593,0.3362,0.3610,0.4030
160,18.8885,0.1453,0.0901,0.2026,0.2601,0.3362,0.3626,0.4030
161,18.8754,0.1451,0.0901,0.2050,0.2578,0.3354,0.3641,0.4030
162,18.8619,0.1449,0.0893,0.2042,0.2593,0.3339,0.3634,0.4030
163,18.8483,0.1448,0.0901,0.2042,0.2578,0.3339,0.3618,0.4037
164,18.8345,0.1449,0.0901,0.2057,0.2585,0.3354,0.3618,0.4030
165,18.8204,0.1448,0.0901,0.2081,0.2601,0.3346,0.3626,0.4045
166,18.8062,0.1437,0.0885,0.2089,0.2593,0.3346,0.3641,0.4037
167,18.7917,0.1432,0.0877,0.2065,0.2562,0.3354,0.3641,0.4053
168,18.7771,0.1437,0.0885,0.2073,0.2570,0.3354,0.3641,0.4045
169,18.7622,0.1444,0.0901,0.2073,0.2554,0.3354,0.3641,0.4006
170,18.7472,0.1433,0.0877,0.2065,0.2570,0.3354,0.3641,0.4022
171,18.7319,0.1426,0.0870,0.2050,0.2570,0.3362,0.3641,0.4022
172,18.7164,0.1428,0.0870,0.2057,0.2593,0.3346,0.3634,0.4022
173,18.7007,0.1415,0.0854,0.2050,0.2593,0.3339,0.3626,0.4006
174,18.6848,0.1422,0.0854,0.2042,0.2601,0.3339,0.3626,0.3998
175,18.6687,0.1430,0.0862,0.2081,0.2609,0.3346,0.3626,0.3975
176,18.6523,0.1423,0.0854,0.2081,0.2609,0.3362,0.3626,0.3967
177,18.6357,0.1426,0.0862,0.2089,0.2601,0.3370,0.3618,0.3960
178,18.6189,0.1420,0.0862,0.2065,0.2616,0.3370,0.3610,0.3952
179,18.6019,0.1422,0.0870,0.2081,0.2624,0.3362,0.3626,0.3944
180,18.5847,0.1422,0.0877,0.2089,0.2609,0.3354,0.3602,0.3952
181,18.5672,0.1424,0.0885,0.2073,0.2609,0.3370,0.3595,0.3936
182,18.5497,0.1420,0.0877,0.2073,0.2609,0.3354,0.3602,0.3921
183,18.5319,0.1419,0.0877,0.2057,0.2624,0.3346,0.3587,0.3905
184,18.5141,0.1418,0.0877,0.2050,0.2632,0.3331,0.3587,0.3905
185,18.4962,0.1415,0.0877,0.2057,0.2616,0.3323,0.3595,0.3905
186,18.4782,0.1410,0.0870,0.2065,0.2624,0.3315,0.3587,0.3898
187,18.4602,0.1412,0.0877,0.2081,0.2624,0.3307,0.3579,0.3898
188,18.4421,0.1413,0.0877,0.2089,0.2601,0.3300,0.3571,0.3890
189,18.4241,0.1400,0.0854,0.2057,0.2593,0.3276,0.3571,0.3882
190,18.4061,0.1397,0.0854,0.2042,0.2562,0.3292,0.3571,0.3890
191,18.3882,0.1390,0.0846,0.2065,0.2578,0.3253,0.3556,0.3874
192,18.3703,0.1393,0.0862,0.2057,0.2593,0.3253,0.3556,0.3882
193,18.3525,0.1392,0.0862,0.2042,0.2578,0.3207,0.3548,0.3890
194,18.3347,0.1393,0.0870,0.2034,0.2578,0.3222,0.3533,0.3882
195,18.3170,0.1391,0.0862,0.2034,0.2593,0.3222,0.3502,0.3859
196,18.2994,0.1388,0.0854,0.2019,0.2585,0.3238,0.3502,0.3843
197,18.2819,0.1388,0.0862,0.1988,0.2578,0.3230,0.3517,0.3835
198,18.2645,0.1387,0.0862,0.2003,0.2593,0.3214,0.3494,0.3812
199,18.2472,0.1391,0.0870,0.1995,0.2562,0.3214,0.3494,0.3820
200,18.2300,0.1386,0.0862,0.2011,0.2562,0.3214,0.3478,0.3804
201,18.2130,0.1385,0.0862,0.2026,0.2547,0.3214,0.3478,0.3797
202,18.1962,0.1380,0.0854,0.2003,0.2562,0.3199,0.3470,0.3781
203,18.1797,0.1384,0.0870,0.1988,0.2570,0.3214,0.3470,0.3781
204,18.1633,0.1383,0.0862,0.1964,0.2547,0.3214,0.3470,0.3773
205,18.1471,0.1372,0.0846,0.1941,0.2547,0.3238,0.3447,0.3773
206,18.1311,0.1369,0.0839,0.1949,0.2547,0.3238,0.3432,0.3773
207,18.1154,0.1366,0.0831,0.1957,0.2531,0.3230,0.3439,0.3750
208,18.0998,0.1361,0.0815,0.1980,0.2508,0.3222,0.3439,0.3773
209,18.0845,0.1371,0.0823,0.1988,0.2500,0.3222,0.3408,0.3781
210,18.0694,0.1369,0.0823,0.1988,0.2500,0.3222,0.3401,0.3766
211,18.0545,0.1367,0.0823,0.1995,0.2508,0.3214,0.3408,0.3758
212,18.0399,0.1362,0.0823,0.1988,0.2492,0.3175,0.3432,0.3750
213,18.0255,0.1364,0.0823,0.1988,0.2492,0.3168,0.3439,0.3727
214,18.0113,0.1360,0.0815,0.1980,0.2469,0.3168,0.3447,0.3727
215,17.9974,0.1359,0.0823,0.1980,0.2484,0.3152,0.3447,0.3711
216,17.9836,0.1357,0.0823,0.1972,0.2492,0.3144,0.3439,0.3719
217,17.9701,0.1364,0.0831,0.1964,0.2500,0.3137,0.3424,0.3719
218,17.9568,0.1365,0.0831,0.1972,0.2508,0.3137,0.3416,0.3711
219,17.9437,0.1361,0.0823,0.1964,0.2508,0.3121,0.3408,0.3711
220,17.9309,0.1352,0.0807,0.1949,0.2516,0.3106,0.3416,0.3711
221,17.9183,0.1355,0.0815,0.1957,0.2508,0.3113,0.3408,0.3696
222,17.9058,0.1355,0.0815,0.1957,0.2516,0.3113,0.3385,0.3696
223,17.8937,0.1353,0.0815,0.1964,0.2508,0.3106,0.3370,0.3672
224,17.8817,0.1356,0.0815,0.1972,0.2500,0.3098,0.3362,0.3665
225,17.8700,0.1362,0.0823,0.1972,0.2516,0.3098,0.3377,0.3665
226,17.8585,0.1359,0.0815,0.1964,0.2516,0.3090,0.3385,0.3672
227,17.8473,0.1367,0.0823,0.1964,0.2516,0.3075,0.3362,0.3688
228,17.8363,0.1359,0.0807,0.1964,0.2516,0.3090,0.3362,0.3696
229,17.8256,0.1358,0.0807,0.1972,0.2516,0.3090,0.3370,0.3665
230,17.8151,0.1359,0.0815,0.1988,0.2508,0.3106,0.3362,0.3680
231,17.8049,0.1357,0.0807,0.1988,0.2523,0.3106,0.3354,0.3680
232,17.7950,0.1355,0.0807,0.1980,0.2516,0.3106,0.3370,0.3672
233,17.7852,0.1354,0.0807,0.1964,0.2516,0.3098,0.3377,0.3680
234,17.7758,0.1356,0.0807,0.1980,0.2531,0.3098,0.3377,0.3680
235,17.7666,0.1360,0.0815,0.1972,0.2531,0.3106,0.3377,0.3680
236,17.7576,0.1352,0.0800,0.1957,0.2539,0.3106,0.3408,0.3688
237,17.7489,0.1354,0.0800,0.1949,0.2547,0.3121,0.3408,0.3688
238,17.7405,0.1358,0.0807,0.1949,0.2554,0.3129,0.3416,0.3672
239,17.7323,0.1354,0.0800,0.1957,0.2554,0.3137,0.3416,0.3696
240,17.7244,0.1356,0.0807,0.1949,0.2562,0.3137,0.3416,0.3711
241,17.7168,0.1357,0.0807,0.1957,0.2547,0.3137,0.3439,0.3727
242,17.7094,0.1365,0.0823,0.1972,0.2547,0.3152,0.3470,0.3734
243,17.7024,0.1365,0.0823,0.1957,0.2547,0.3160,0.3478,0.3734
244,17.6955,0.1367,0.0823,0.1964,0.2554,0.3160,0.3478,0.3734
245,17.6889,0.1361,0.0815,0.1964,0.2554,0.3191,0.3478,0.3750
246,17.6826,0.1363,0.0823,0.1957,0.2547,0.3207,0.3486,0.3750
247,17.6765,0.1364,0.0823,0.1964,0.2531,0.3214,0.3509,0.3766
248,17.6707,0.1369,0.0831,0.1972,0.2539,0.3230,0.3502,0.3773
249,17.6651,0.1371,0.0831,0.1972,0.2547,0.3245,0.3502,0.3789
